ID	Genome_coverage	Sequencing_depth	Lineage	Sublineage	BioPrject
ERR2515574	 0.978028 	 21.3023	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515575	 0.982543 	 82.8444	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515576	 0.978612 	 74.2105	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515577	 0.97507 	 43.3702	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515578	 0.980451 	 58.9773	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515579	 0.978977 	 105.825	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515580	 0.97479 	 28.9311	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515581	 0.983534 	 275.65	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515582	 0.970954 	 52.6503	LINEAGE4	lineage4.3.4.2.1	PRJEB25997
ERR2515583	 0.984264 	 80.9025	LINEAGE4	lineage4.1.2.1	PRJEB25997
ERR2515584	 0.978302 	 109.087	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515585	 0.984586 	 48.6673	LINEAGE4	lineage4.9.x.x	PRJEB25997
ERR2515586	 0.985015 	 94.4798	LINEAGE4	lineage4.8	PRJEB25997
ERR2515587	 0.97585 	 44.2608	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515588	 0.983799 	 84.6907	LINEAGE4	lineage4.1.2.1	PRJEB25997
ERR2515589	 0.975978 	 68.1262	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515590	 0.983611 	 118.62	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515591	 0.978049 	 91.3997	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515592	 0.978041 	 73.7431	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515593	 0.978458 	 27.7918	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515594	 0.971621 	 32.8968	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515595	 0.983114 	 66.9431	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515596	 0.977791 	 20.6553	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515597	 0.980139 	 91.2375	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515598	 0.977884 	 65.3649	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515599	 0.977666 	 41.0182	LINEAGE4	lineage4.8	PRJEB25997
ERR2515600	 0.975458 	 78.377	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515601	 0.980148 	 87.9806	LINEAGE4	lineage4.8	PRJEB25997
ERR2515602	 0.961803 	 19.7151	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515603	 0.985906 	 54.2967	LINEAGE4	lineage4.9.x.x	PRJEB25997
ERR2515604	 0.972378 	 41.013	LINEAGE2	lineage2.2.1.1	PRJEB25997
ERR2515605	 0.980657 	 51.5295	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515606	 0.975469 	 56.0432	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515607	 0.973675 	 33.0586	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515608	 0.979476 	 49.8867	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515609	 0.970248 	 40.8465	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515610	 0.982308 	 69.1854	LINEAGE3	lineage3.x.x.x	PRJEB25997
ERR2515611	 0.981869 	 61.9763	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515612	 0.978004 	 36.1197	LINEAGE4	lineage4.8	PRJEB25997
ERR2515614	 0.976886 	 52.8451	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515615	 0.975293 	 47.5872	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515616	 0.970443 	 60.2808	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515617	 0.977137 	 71.2214	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515618	 0.978747 	 58.669	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515619	 0.978697 	 82.308	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515620	 0.982048 	 84.508	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515621	 0.963549 	 48.7598	LINEAGE4	lineage4.3.4.2.1	PRJEB25997
ERR2515622	 0.980468 	 52.1302	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515623	 0.983116 	 105.769	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515624	 0.979338 	 65.3522	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515625	 0.979331 	 94.4616	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515626	 0.976559 	 50.4055	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515627	 0.968283 	 23.3414	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515628	 0.984707 	 67.6839	LINEAGE4	lineage4.9.x.x	PRJEB25997
ERR2515629	 0.976656 	 56.8393	LINEAGE4	lineage4.2.2	PRJEB25997
ERR2515630	 0.972647 	 25.0683	LINEAGE4	lineage4.1.1.1	PRJEB25997
ERR2515631	 0.963008 	 16.3419	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515632	 0.982802 	 104.846	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515633	 0.977265 	 92.5605	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515634	 0.972881 	 60.3745	LINEAGE4	lineage4.3.4.1	PRJEB25997
ERR2515635	 0.981265 	 78.3382	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515636	 0.980585 	 85.9394	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515637	 0.974316 	 30.4726	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515638	 0.974758 	 53.008	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515639	 0.973893 	 81.2508	LINEAGE4	lineage4.3.4.2.1	PRJEB25997
ERR2515640	 0.976834 	 42.0847	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515641	 0.977416 	 69.7186	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515642	 0.982403 	 85.2663	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515643	 0.983683 	 94.7554	LINEAGE1	lineage1.2.2	PRJEB25997
ERR2515644	 0.973425 	 37.5291	LINEAGE2	lineage2.2.1.1	PRJEB25997
ERR2515645	 0.982224 	 63.3536	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515646	 0.97407 	 26.5891	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515647	 0.968371 	 39.6344	LINEAGE2	lineage2.2.1.1	PRJEB25997
ERR2515648	 0.974289 	 47.3947	LINEAGE1	lineage1.2.2	PRJEB25997
ERR2515649	 0.978539 	 31.303	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515650	 0.974161 	 51.0398	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515651	 0.978556 	 42.1554	LINEAGE4	lineage4.7	PRJEB25997
ERR2515652	 0.97964 	 50.0782	LINEAGE4	lineage4.8	PRJEB25997
ERR2515653	 0.976703 	 74.0069	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515654	 0.980289 	 120.249	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515655	 0.972526 	 36.1344	LINEAGE2	lineage2.2.1.1	PRJEB25997
ERR2515656	 0.976347 	 71.0014	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515657	 0.959926 	 13.9925	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515658	 0.977025 	 92.2691	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515659	 0.972469 	 48.2057	LINEAGE4	lineage4.3.4.2.1	PRJEB25997
ERR2515660	 0.979867 	 127.249	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515661	 0.974992 	 57.0064	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515662	 0.973005 	 41.9674	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515663	 0.97958 	 93.793	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515664	 0.97571 	 35.2763	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515665	 0.976622 	 20.0396	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515666	 0.975469 	 95.0031	LINEAGE4	lineage4.3.4.2.1	PRJEB25997
ERR2515667	 0.981858 	 81.9915	LINEAGE4	lineage4.1.2.1	PRJEB25997
ERR2515668	 0.984417 	 53.7049	LINEAGE4	lineage4.9.x.x	PRJEB25997
ERR2515669	 0.974797 	 47.8386	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515670	 0.976623 	 25.8314	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515671	 0.966492 	 16.7793	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515672	 0.973513 	 35.9641	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515673	 0.976409 	 61.6879	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515674	 0.973498 	 24.7776	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515675	 0.982828 	 84.9844	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515676	 0.974547 	 37.3957	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515677	 0.972257 	 24.94	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515678	 0.973795 	 54.5897	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515679	 0.975763 	 135.399	LINEAGE4	lineage4.3.4.2	PRJEB25997
ERR2515680	 0.97692 	 64.3196	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515681	 0.975771 	 66.34	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515682	 0.979594 	 85.2448	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515683	 0.974688 	 29.0279	LINEAGE3	lineage3.x.x.x	PRJEB25997
ERR2515684	 0.976109 	 81.6486	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515685	 0.979324 	 63.5949	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515686	 0.976962 	 73.1106	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515687	 0.976987 	 31.2711	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515688	 0.969949 	 23.4455	LINEAGE2	lineage2.2.1.1	PRJEB25997
ERR2515689	 0.974814 	 43.693	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515690	 0.979861 	 52.8702	LINEAGE3	lineage3.x.x.x	PRJEB25997
ERR2515691	 0.977077 	 34.8398	LINEAGE3	lineage3.1.1	PRJEB25997
ERR2515692	 0.974905 	 29.3946	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515693	 0.975465 	 32.5078	LINEAGE4	lineage4.1.2.1	PRJEB25997
ERR2515694	 0.981398 	 66.1146	LINEAGE4	lineage4.8	PRJEB25997
ERR2515695	 0.976733 	 45.3636	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515696	 0.979739 	 37.1903	LINEAGE3	lineage3.1.1	PRJEB25997
ERR2515697	 0.979354 	 50.7063	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515698	 0.983137 	 67.7406	LINEAGE4	lineage4.8	PRJEB25997
ERR2515699	 0.972472 	 20.0398	LINEAGE4	lineage4.8	PRJEB25997
ERR2515700	 0.975209 	 51.6463	LINEAGE2	lineage2.2.1.1	PRJEB25997
ERR2515701	 0.97376 	 59.1761	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515702	 0.976761 	 44.7457	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515703	 0.976524 	 60.8575	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515704	 0.976893 	 55.2925	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515705	 0.976185 	 73.491	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515706	 0.967681 	 32.9681	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515707	 0.973966 	 46.2272	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515708	 0.979168 	 89.9801	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515709	 0.982577 	 67.7856	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515710	 0.977811 	 77.2616	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515711	 0.975859 	 66.7261	LINEAGE4	lineage4.1.2.1	PRJEB25997
ERR2515712	 0.980201 	 62.0047	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515713	 0.980493 	 43.5062	LINEAGE4	lineage4.8	PRJEB25997
ERR2515714	 0.983757 	 79.715	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515715	 0.977781 	 42.7942	LINEAGE4	lineage4.3.2	PRJEB25997
ERR2515716	 0.975475 	 74.9997	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515717	 0.979588 	 54.8144	LINEAGE1	lineage1.2.2	PRJEB25997
ERR2515718	 0.976023 	 23.5963	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515719	 0.977115 	 73.9798	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515720	 0.977449 	 57.5373	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515721	 0.977695 	 55.8383	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515722	 0.982365 	 72.7722	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515723	 0.968286 	 22.4007	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515724	 0.977652 	 59.5121	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515725	 0.979568 	 115.445	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515726	 0.976221 	 32.1497	LINEAGE4	lineage4.8	PRJEB25997
ERR2515727	 0.968163 	 21.1183	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515728	 0.982917 	 114.476	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515729	 0.981856 	 57.3388	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515730	 0.98223 	 57.8384	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515731	 0.973369 	 27.2078	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515732	 0.978801 	 54.2154	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515733	 0.981011 	 67.6765	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515734	 0.98205 	 70.1396	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515735	 0.975286 	 79.7312	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515736	 0.979609 	 46.8603	LINEAGE3	lineage3.1.1	PRJEB25997
ERR2515737	 0.980288 	 64.3441	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515738	 0.961689 	 18.1014	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515739	 0.975194 	 33.7877	LINEAGE4	lineage4.1.2.1	PRJEB25997
ERR2515740	 0.975154 	 47.6281	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515741	 0.973453 	 53.2409	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515742	 0.982106 	 84.4667	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515743	 0.97089 	 33.7465	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515744	 0.986283 	 125.002	LINEAGE3	lineage3.x.x.x	PRJEB25997
ERR2515745	 0.969016 	 36.8238	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515746	 0.974992 	 50.2601	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515747	 0.980148 	 82.4329	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515748	 0.984084 	 74.9586	LINEAGE4	lineage4.8	PRJEB25997
ERR2515749	 0.977011 	 73.6123	LINEAGE1	lineage1.2.2	PRJEB25997
ERR2515750	 0.971226 	 34.8625	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515751	 0.978346 	 53.4779	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515752	 0.979497 	 60.2529	LINEAGE4	lineage4.1.2.1	PRJEB25997
ERR2515753	 0.973366 	 32.4351	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515754	 0.97933 	 71.3795	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515755	 0.977759 	 57.1546	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515756	 0.981063 	 64.4638	LINEAGE4	lineage4.8	PRJEB25997
ERR2515757	 0.983085 	 63.9649	LINEAGE4	lineage4.4.2	PRJEB25997
ERR2515758	 0.97445 	 52.9424	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515759	 0.984079 	 98.4085	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515760	 0.97798 	 76.5706	LINEAGE1	lineage1.2.2	PRJEB25997
ERR2515761	 0.974213 	 45.5566	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515762	 0.983933 	 65.536	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515763	 0.981112 	 61.9658	LINEAGE4	lineage4.8	PRJEB25997
ERR2515764	 0.984971 	 94.4529	LINEAGE4	lineage4.8	PRJEB25997
ERR2515765	 0.978862 	 50.0037	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515766	 0.974338 	 37.6657	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515767	 0.97768 	 69.1126	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515768	 0.976267 	 82.9187	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515769	 0.974164 	 53.0892	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515770	 0.974663 	 48.5303	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515771	 0.975934 	 59.0166	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515772	 0.983992 	 84.1557	LINEAGE3	lineage3.x.x.x	PRJEB25997
ERR2515773	 0.973504 	 34.0257	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515774	 0.979268 	 64.028	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515775	 0.980306 	 41.6531	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515776	 0.979425 	 76.5397	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515777	 0.972948 	 39.5476	LINEAGE1	lineage1.2.2	PRJEB25997
ERR2515778	 0.975238 	 56.2927	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515779	 0.975641 	 52.7127	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515780	 0.964847 	 18.3388	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515781	 0.983428 	 70.3763	LINEAGE4	lineage4.9.x.x	PRJEB25997
ERR2515782	 0.974373 	 27.6867	LINEAGE4	lineage4.3.2	PRJEB25997
ERR2515783	 0.981408 	 45.1839	LINEAGE4	lineage4.1.1.1	PRJEB25997
ERR2515784	 0.975543 	 48.5001	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515785	 0.974007 	 55.0688	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515786	 0.976947 	 62.4442	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515787	 0.956801 	 17.1563	LINEAGE4	lineage4.3.4.2.1	PRJEB25997
ERR2515788	 0.975922 	 32.5878	LINEAGE4	lineage4.1.1.1	PRJEB25997
ERR2515789	 0.978523 	 124.03	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515790	 0.962215 	 18.9544	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515791	 0.981558 	 126.563	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515792	 0.97795 	 66.0276	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515793	 0.974316 	 52.059	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515794	 0.979046 	 91.7337	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515795	 0.976546 	 44.4783	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515796	 0.964069 	 14.9456	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515797	 0.981742 	 113.94	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515798	 0.978445 	 64.8388	LINEAGE1	lineage1.2.2	PRJEB25997
ERR2515799	 0.974825 	 46.0844	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515800	 0.966232 	 19.3852	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515801	 0.972056 	 76.7256	LINEAGE4	lineage4.3.4.2	PRJEB25997
ERR2515802	 0.97893 	 76.7134	LINEAGE1	lineage1.2.2	PRJEB25997
ERR2515803	 0.97616 	 60.2859	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515804	 0.961387 	 13.1023	LINEAGE4	lineage4.8	PRJEB25997
ERR2515805	 0.974309 	 51.9588	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515806	 0.980139 	 84.4262	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515807	 0.965091 	 19.711	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515808	 0.981335 	 55.266	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515809	 0.98137 	 83.6847	LINEAGE4	lineage4.2.2	PRJEB25997
ERR2515810	 0.980224 	 97.8454	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515811	 0.976129 	 65.9001	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515812	 0.969985 	 38.611	LINEAGE2	lineage2.2.1.1	PRJEB25997
ERR2515813	 0.98359 	 86.1742	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515814	 0.985782 	 108.954	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515815	 0.979503 	 100.787	LINEAGE2	lineage2.2.1.1	PRJEB25997
ERR2515816	 0.976609 	 64.8217	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515817	 0.980959 	 55.312	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515818	 0.979911 	 52.204	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515819	 0.983378 	 78.4938	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515820	 0.982973 	 67.7445	LINEAGE4	lineage4.1.1.1	PRJEB25997
ERR2515821	 0.981543 	 59.2119	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515822	 0.981996 	 45.3434	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515823	 0.971586 	 17.8863	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515824	 0.976869 	 50.4314	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515825	 0.973405 	 21.4204	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515826	 0.981134 	 115.544	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515827	 0.985182 	 96.6324	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515828	 0.976003 	 76.632	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515829	 0.975608 	 50.1883	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515830	 0.983719 	 56.449	LINEAGE4	lineage4.8	PRJEB25997
ERR2515831	 0.973371 	 24.348	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515832	 0.978102 	 61.3472	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515833	 0.975275 	 62.5623	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515834	 0.982026 	 66.5819	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515835	 0.976375 	 77.6848	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515836	 0.977127 	 55.6995	LINEAGE4	lineage4.1.1.1	PRJEB25997
ERR2515837	 0.976911 	 39.1539	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515838	 0.981018 	 93.9735	LINEAGE4	lineage4.1.2.1	PRJEB25997
ERR2515839	 0.978392 	 91.997	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515840	 0.982097 	 50.3649	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515841	 0.976523 	 111.767	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515842	 0.979921 	 89.0159	LINEAGE4	lineage4.3.3	PRJEB25997
ERR2515843	 0.985028 	 57.0135	LINEAGE4	lineage4.9.x.x	PRJEB25997
ERR2515844	 0.978129 	 52.5873	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515845	 0.974903 	 54.0599	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515846	 0.978548 	 43.807	LINEAGE3	lineage3.1.1	PRJEB25997
ERR2515847	 0.98247 	 59.7371	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515848	 0.960074 	 14.6633	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515849	 0.980978 	 41.9663	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515850	 0.975455 	 42.8861	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515851	 0.979236 	 58.1142	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515852	 0.978869 	 30.0225	LINEAGE4	lineage4.8	PRJEB25997
ERR2515853	 0.977349 	 54.9246	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515854	 0.967908 	 25.3766	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515855	 0.975634 	 93.7709	LINEAGE4	lineage4.3.4.1	PRJEB25997
ERR2515856	 0.976967 	 51.0143	LINEAGE4	lineage4.1.2.1	PRJEB25997
ERR2515857	 0.975887 	 47.9638	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515858	 0.975723 	 54.8634	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515859	 0.984138 	 85.0485	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515860	 0.971734 	 36.9875	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515861	 0.977919 	 52.936	LINEAGE4	lineage4.1.2	PRJEB25997
ERR2515862	 0.974551 	 44.1633	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515864	 0.976688 	 87.7422	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515865	 0.982736 	 51.3775	LINEAGE4	lineage4.1.1.1	PRJEB25997
ERR2515866	 0.980532 	 49.1586	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515867	 0.975796 	 57.5712	LINEAGE2	lineage2.2.2	PRJEB25997
ERR2515868	 0.980488 	 73.2828	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515869	 0.978478 	 46.9087	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515870	 0.982762 	 97.9279	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515871	 0.976768 	 63.5928	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515872	 0.981191 	 118.561	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515873	 0.978051 	 69.0977	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515874	 0.973994 	 46.0456	LINEAGE2	lineage2.2.1	PRJEB25997
ERR2515875	 0.982026 	 57.9836	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515876	 0.969489 	 21.5186	LINEAGE4	lineage4.1.1.3	PRJEB25997
ERR2515877	 0.977235 	 42.1983	LINEAGE4	lineage4.3.2.1	PRJEB25997
ERR2515878	 0.983239 	 102.91	LINEAGE1	lineage1.2.2	PRJEB25997
ERR2515879	 0.979118 	 62.537	LINEAGE4	lineage4.4.1.1	PRJEB25997
ERR2515880	 0.971966 	 25.139	LINEAGE4	lineage4.1.1.1	PRJEB25997
